WARNING: Logging before InitGoogleLogging() is written to STDERR
I1018 08:53:49.440793 4097533 dynamic_loader.cc:170] Set paddle lib path : /home/wzy/.local/lib/python3.9/site-packages/paddle/libs
I1018 08:53:50.028918 4097533 init.cc:98] Before Parse: argc is 2, Init commandline: dummy --tryfromenv=use_cuda_managed_memory,use_pinned_memory,enable_pir_in_executor,gpugraph_enable_gpu_direct_access,dataloader_use_file_descriptor,graph_get_neighbor_id,curand_dir,auto_growth_chunk_size_in_mb,add_dependency_for_communication_op,log_memory_stats,initial_gpu_memory_in_mb,enable_interpretercore_launch_cinn,mklml_dir,use_system_allocator,fuse_parameter_memory_size,gpugraph_enable_print_op_debug,async_trace_count,cusparselt_dir,max_inplace_grad_add,allocator_strategy,pir_apply_shape_optimization_pass,prim_forward,eager_delete_scope,gpugraph_parallel_copyer_split_maxsize,free_idle_chunk,local_exe_sub_scope_limit,tracer_onednn_ops_on,enable_record_memory,cache_inference_while_scope,host_trace_level,enable_pe_launch_cinn,fraction_of_cpu_memory_to_use,new_executor_use_inplace,print_ir,enable_neighbor_list_use_uva,pir_apply_inplace_pass,allreduce_record_one_event,enable_unused_var_check,gpugraph_offload_param_stat,graph_embedding_split_infer_mode,enable_graph_multi_node_sampling,call_stack_level,jit_engine_type,enable_pir_in_executor_trace_run,enable_tracker_all2all,low_precision_op_list,enable_dependency_builder_debug_info,enable_pir_api,cuda_dir,ir_inplace_kernel_blacklist,paddle_num_threads,enable_pir_with_pt_in_dy2st,trt_ibuilder_cache,tensorrt_dir,use_shm_cache,free_when_no_cache_hit,fraction_of_gpu_memory_to_use,gpu_memory_limit_mb,einsum_opt,enable_exit_when_partial_worker,allow_cinn_ops,fraction_of_cuda_pinned_memory_to_use,fast_eager_deletion_mode,executor_log_deps_every_microseconds,sync_after_alloc,check_nan_inf,multi_node_sample_use_gpu_table,gpugraph_force_device_batch_num_equal,all_blocks_convert_trt,prim_enabled,use_auto_growth_v2,enable_all2all_use_fp16,gpugraph_offload_gather_copy_maxsize,check_nan_inf_level,dygraph_debug,convert_all_blocks,use_virtual_memory_auto_growth,gpu_allocator_retry_time,cudnn_dir,gpugraph_enable_hbm_table_collision_stat,enable_api_kernel_fallback,cpu_deterministic,query_dest_rank_by_multi_node,run_kp_kernel,graph_load_in_parallel,deny_cinn_ops,sort_sum_gradient,use_stream_safe_cuda_allocator,auto_free_cudagraph_allocations_on_launch,enable_cinn_auto_tune,use_cinn,search_cache_max_number,dist_threadpool_size,initial_cpu_memory_in_mb,gpugraph_hbm_table_load_factor,gpugraph_merge_grads_segment_size,init_allocated_mem,new_executor_use_cuda_graph,use_auto_growth_pinned_allocator,new_executor_sequential_run,new_executor_serial_run,mkl_dir,pir_subgraph_saving_dir,enable_dump_main_program,static_executor_perfstat_filepath,tracer_profile_fname,fuse_parameter_groups_size,prim_forward_blacklist,pe_profile_fname,gpugraph_dedup_pull_push_mode,reallocate_gpu_memory_in_mb,graph_metapath_split_opt,nccl_dir,new_executor_static_build,gpugraph_offload_param_extends,prim_skip_dynamic,gpugraph_slot_feasign_max_num,alloc_fill_value,prim_all,get_host_by_name_time,cupti_dir,use_stride_kernel,print_sub_graph_dir,enable_adjust_op_order,inner_op_parallelism,cusolver_dir,benchmark,enable_async_trace,gpugraph_debug_gpu_memory,gpugraph_storage_mode,apply_pass_to_program,lapack_dir,cusparse_dir,eager_delete_tensor_gb,static_runtime_data_save_path,gpugraph_parallel_stream_num,reader_queue_speed_test_mode,set_to_1d,enable_auto_rdma_trans,npu_storage_format,prim_check_ops,memory_fraction_of_eager_deletion,multiple_of_cupti_buffer_size,check_infer_symbolic,use_autotune,print_allocator_trace_info,cinn_subgraph_graphviz_dir,enable_auto_detect_gpu_topo,tracer_onednn_ops_off,use_mkldnn,prim_backward,gpugraph_sparse_table_storage_mode,fleet_executor_with_standalone,cublas_dir,gpugraph_load_node_list_into_hbm,tensor_operants_mode,enable_sparse_inner_gather,graph_neighbor_size_percent,custom_device_mem_record,save_static_runtime_data,enable_opt_get_features,op_dir,use_cuda_malloc_async_allocator,new_executor_use_local_scope,gpugraph_enable_segment_merge_grads 
I1018 08:53:50.029026 4097533 init.cc:106] After Parse: argc is 2
I1018 08:53:50.029140 4097533 os_info.cc:117] SetCurrentThreadName MainThread
I1018 08:53:50.029151 4097533 init.cc:234] ENV [CUSTOM_DEVICE_ROOT]=/home/wzy/.local/lib/python3.9/site-packages/paddle_custom_device
I1018 08:53:50.029155 4097533 init.cc:143] Try loading custom device libs from: [/home/wzy/.local/lib/python3.9/site-packages/paddle_custom_device]
I1018 08:53:50.029294 4097533 device_manager.cc:741] Found lib: /home/wzy/.local/lib/python3.9/site-packages/paddle_custom_device/libpaddle-custom-mlu.so
I1018 08:53:50.177063 4097533 device_manager.cc:255] Register Device - mlu
I1018 08:53:50.177115 4097533 device_manager.cc:266] GetDeviceCount is 1
I1018 08:53:50.177121 4097533 custom_device.cc:1099] Succeed in loading custom runtime in lib: /home/wzy/.local/lib/python3.9/site-packages/paddle_custom_device/libpaddle-custom-mlu.so
I1018 08:53:50.177127 4097533 custom_kernel.cc:36] Size of custom_kernel_map: 253
I1018 08:53:50.177153 4097533 custom_kernel.cc:58] Succeed in registering kernel [rsqrt:(mlu, Undefined(AnyLayout), float16)] to Paddle. It will be used like native ones.
I1018 08:53:57.867508 4097770 tensor.cc:259] name:var_49, domain: []->{ var_49[]:  }
I1018 08:53:57.867514 4097770 domain.cc:65] isl::set []->{ var_49[]:  }
I1018 08:53:57.867571 4097770 tensor.cc:259] name:var_51, domain: []->{ var_51[i, j, k, a]: 0 <= i <= 0 and 0 <= j <= 63 and 0 <= k <= 111 and 0 <= a <= 111 }
I1018 08:53:57.867599 4097770 domain.cc:65] isl::set []->{ var_51[i, j, k, a]: 0 <= i <= 0 and 0 <= j <= 63 and 0 <= k <= 111 and 0 <= a <= 111 }
I1018 08:53:57.868310 4097770 tensor.cc:259] name:var_73, domain: []->{ var_73[]:  }
I1018 08:53:57.868319 4097770 domain.cc:65] isl::set []->{ var_73[]:  }
I1018 08:53:57.868388 4097770 ir_util.cc:141] Begin IndiceToAbsOffset
I1018 08:53:57.868394 4097770 ir_util.cc:142] shape is : 1,64,112,112
I1018 08:53:57.868404 4097770 ir_util.cc:143] indices is : i,j,k,a
I1018 08:53:57.868623 4097770 lower_tensor_group.cc:103] In store_exprs, its name is : var_51
I1018 08:53:57.868646 4097770 lower_tensor_group.cc:134] func_args is : _var_49
I1018 08:53:57.868655 4097770 lower_tensor_group.cc:134] func_args is : _var_73
I1018 08:53:57.868659 4097770 lower_tensor_group.cc:134] func_args is : _var_51
I1018 08:53:57.868695 4097770 lowered_func.cc:230] Function used 3 buffers
I1018 08:53:57.868752 4097770 op_lowering_impl.cc:420] Lower op: elementwise_add, get 1 LoweredFunc:
I1018 08:53:57.868757 4097770 op_lowering_impl.cc:423] function fn_elementwise_add_17 (_var_49, _var_73, _var_51)
{
  ScheduleBlock(root_18)
  {
    serial for (i, 0, 1)
    {
      serial for (j, 0, 64)
      {
        serial for (k, 0, 112)
        {
          serial for (a, 0, 112)
          {
            ScheduleBlock(var_51)
            {
              i0_19, i1_16, i2_16, i3_16 = axis.bind(0, j, k, a)
              var_51[i0_19, i1_16, i2_16, i3_16] = (var_49[i0_19, i1_16, i2_16, i3_16] + var_73[i0_19, i1_16, i2_16, i3_16])
            }
          }
        }
      }
    }
  }
}
I1018 08:53:57.868781 4097770 op_lowering_impl.cc:450] Do op schedule
I1018 08:53:57.868790 4097770 ir_schedule_pe.cc:116] Before IRInjectiveSchedule, new ir is : {
  ScheduleBlock(root_18)
  {
    serial for (i, 0, 1)
    {
      serial for (j, 0, 64)
      {
        serial for (k, 0, 112)
        {
          serial for (a, 0, 112)
          {
            ScheduleBlock(var_51)
            {
              i0_19, i1_16, i2_16, i3_16 = axis.bind(0, j, k, a)
              var_51[i0_19, i1_16, i2_16, i3_16] = (var_49[i0_19, i1_16, i2_16, i3_16] + var_73[i0_19, i1_16, i2_16, i3_16])
            }
          }
        }
      }
    }
  }
}
I1018 08:53:57.868805 4097770 ir_analyzer.cc:101] it_expr is : {
  ScheduleBlock(root_18)
  {
    serial for (i, 0, 1)
    {
      serial for (j, 0, 64)
      {
        serial for (k, 0, 112)
        {
          serial for (a, 0, 112)
          {
            ScheduleBlock(var_51)
            {
              i0_19, i1_16, i2_16, i3_16 = axis.bind(0, j, k, a)
              var_51[i0_19, i1_16, i2_16, i3_16] = (var_49[i0_19, i1_16, i2_16, i3_16] + var_73[i0_19, i1_16, i2_16, i3_16])
            }
          }
        }
      }
    }
  }
}
I1018 08:53:57.868821 4097770 loop_transformation.cc:688] Before FlattenLoops, ir is:
serial for (i, 0, 1)
{
  serial for (j, 0, 64)
  {
    serial for (k, 0, 112)
    {
      serial for (a, 0, 112)
      {
        ScheduleBlock(var_51)
        {
          i0_19, i1_16, i2_16, i3_16 = axis.bind(0, j, k, a)
          var_51[i0_19, i1_16, i2_16, i3_16] = (var_49[i0_19, i1_16, i2_16, i3_16] + var_73[i0_19, i1_16, i2_16, i3_16])
        }
      }
    }
  }
}
I1018 08:53:57.868868 4097770 loop_transformation.cc:864] After FlattenLoops, ir is:
serial for (flat_i, 0, 802816)
{
  ScheduleBlock(var_51)
  {
    _flat_i = axis.bind(flat_i)
    var_51[_flat_i] = (var_49[_flat_i] + var_73[_flat_i])
  }
}
I1018 08:53:57.868881 4097770 ir_schedule_pe.cc:155] After IRInjectiveSchedule, new ir is : {
  ScheduleBlock(root_18)
  {
    serial for (flat_i, 0, 802816)
    {
      ScheduleBlock(var_51)
      {
        _flat_i = axis.bind(flat_i)
        var_51[_flat_i] = (var_49[_flat_i] + var_73[_flat_i])
      }
    }
  }
}
I1018 08:53:57.868893 4097770 op_lowering_impl.cc:463] After op schedule: {
  ScheduleBlock(root_18)
  {
    serial for (flat_i, 0, 802816)
    {
      ScheduleBlock(var_51)
      {
        _flat_i = axis.bind(flat_i)
        var_51[_flat_i] = (var_49[_flat_i] + var_73[_flat_i])
      }
    }
  }
}
I1018 08:53:57.868919 4097770 op_lowering_impl.cc:373] Do lower with Compute, op: fill_constant
I1018 08:53:57.868934 4097770 ir_simplify.cc:467] Begin Simplify 1
I1018 08:53:57.868940 4097770 ir_simplify.cc:467] Begin Simplify 64
I1018 08:53:57.868945 4097770 ir_simplify.cc:467] Begin Simplify 112
I1018 08:53:57.868950 4097770 ir_simplify.cc:467] Begin Simplify 112
I1018 08:53:57.868955 4097770 compute.cc:209] tensor var_106's domain is : 1, 64, 112, 112
I1018 08:53:57.868983 4097770 tensor.cc:259] name:var_106, domain: []->{ var_106[i, j, k, a]: 0 <= i <= 0 and 0 <= j <= 63 and 0 <= k <= 111 and 0 <= a <= 111 }
I1018 08:53:57.869009 4097770 domain.cc:65] isl::set []->{ var_106[i, j, k, a]: 0 <= i <= 0 and 0 <= j <= 63 and 0 <= k <= 111 and 0 <= a <= 111 }
I1018 08:53:57.869786 4097770 ir_util.cc:141] Begin IndiceToAbsOffset
I1018 08:53:57.869796 4097770 ir_util.cc:142] shape is : 1,64,112,112
I1018 08:53:57.869807 4097770 ir_util.cc:143] indices is : i,j,k,a
I1018 08:53:57.869995 4097770 lower_tensor_group.cc:103] In store_exprs, its name is : var_106
I1018 08:53:57.870011 4097770 lower_tensor_group.cc:134] func_args is : _var_106
I1018 08:53:57.870038 4097770 lowered_func.cc:230] Function used 1 buffers
I1018 08:53:57.870072 4097770 op_lowering_impl.cc:420] Lower op: fill_constant, get 1 LoweredFunc:
I1018 08:53:57.870076 4097770 op_lowering_impl.cc:423] function fn_fill_constant_18 (_var_106)
{
  ScheduleBlock(root_19)
  {
    serial for (i, 0, 1)
    {
      serial for (j, 0, 64)
      {
        serial for (k, 0, 112)
        {
          serial for (a, 0, 112)
          {
            ScheduleBlock(var_106)
            {
              i0_20, i1_17, i2_17, i3_17 = axis.bind(0, j, k, a)
              var_106[i0_20, i1_17, i2_17, i3_17] = float32(0.0000000000000000)
            }
          }
        }
      }
    }
  }
}
I1018 08:53:57.870105 4097770 op_lowering_impl.cc:450] Do op schedule
I1018 08:53:57.870113 4097770 ir_schedule_pe.cc:70] Before IRElementwiseSchedule, new ir is : {
  ScheduleBlock(root_19)
  {
    serial for (i, 0, 1)
    {
      serial for (j, 0, 64)
      {
        serial for (k, 0, 112)
        {
          serial for (a, 0, 112)
          {
            ScheduleBlock(var_106)
            {
              i0_20, i1_17, i2_17, i3_17 = axis.bind(0, j, k, a)
              var_106[i0_20, i1_17, i2_17, i3_17] = float32(0.0000000000000000)
            }
          }
        }
      }
    }
  }
}
I1018 08:53:57.870131 4097770 ir_analyzer.cc:101] it_expr is : {
  ScheduleBlock(root_19)
  {
    serial for (i, 0, 1)
    {
      serial for (j, 0, 64)
      {
        serial for (k, 0, 112)
        {
          serial for (a, 0, 112)
          {
            ScheduleBlock(var_106)
            {
              i0_20, i1_17, i2_17, i3_17 = axis.bind(0, j, k, a)
              var_106[i0_20, i1_17, i2_17, i3_17] = float32(0.0000000000000000)
            }
          }
        }
      }
    }
  }
}
I1018 08:53:57.870148 4097770 loop_transformation.cc:688] Before FlattenLoops, ir is:
serial for (i, 0, 1)
{
  serial for (j, 0, 64)
  {
    serial for (k, 0, 112)
    {
      serial for (a, 0, 112)
      {
        ScheduleBlock(var_106)
        {
          i0_20, i1_17, i2_17, i3_17 = axis.bind(0, j, k, a)
          var_106[i0_20, i1_17, i2_17, i3_17] = float32(0.0000000000000000)
        }
      }
    }
  }
}
I1018 08:53:57.870193 4097770 loop_transformation.cc:864] After FlattenLoops, ir is:
serial for (flat_i, 0, 802816)
{
  ScheduleBlock(var_106)
  {
    _flat_i = axis.bind(flat_i)
    var_106[_flat_i] = float32(0.0000000000000000)
  }
}
I1018 08:53:57.870208 4097770 ir_schedule_pe.cc:109] After IRElementwiseSchedule, new ir is : {
  ScheduleBlock(root_19)
  {
    serial for (flat_i, 0, 802816)
    {
      ScheduleBlock(var_106)
      {
        _flat_i = axis.bind(flat_i)
        var_106[_flat_i] = float32(0.0000000000000000)
      }
    }
  }
}
I1018 08:53:57.870222 4097770 op_lowering_impl.cc:463] After op schedule: {
  ScheduleBlock(root_19)
  {
    serial for (flat_i, 0, 802816)
    {
      ScheduleBlock(var_106)
      {
        _flat_i = axis.bind(flat_i)
        var_106[_flat_i] = float32(0.0000000000000000)
      }
    }
  }
}
I1018 08:53:57.870285 4097770 op_lowering_impl.cc:373] Do lower with Compute, op: max
I1018 08:53:57.870370 4097770 ir_simplify.cc:467] Begin Simplify 1
I1018 08:53:57.870378 4097770 ir_simplify.cc:467] Begin Simplify 64
I1018 08:53:57.870383 4097770 ir_simplify.cc:467] Begin Simplify 112
I1018 08:53:57.870386 4097770 ir_simplify.cc:467] Begin Simplify 112
I1018 08:53:57.870393 4097770 compute.cc:209] tensor var_53's domain is : 1, 64, 112, 112
I1018 08:53:57.870429 4097770 tensor.cc:259] name:var_106, domain: []->{ var_106[]:  }
I1018 08:53:57.870441 4097770 domain.cc:65] isl::set []->{ var_106[]:  }
I1018 08:53:57.870491 4097770 tensor.cc:259] name:var_51, domain: []->{ var_51[]:  }
I1018 08:53:57.870497 4097770 domain.cc:65] isl::set []->{ var_51[]:  }
I1018 08:53:57.870546 4097770 tensor.cc:259] name:var_53, domain: []->{ var_53[i, j, k, a]: 0 <= i <= 0 and 0 <= j <= 63 and 0 <= k <= 111 and 0 <= a <= 111 }
I1018 08:53:57.870573 4097770 domain.cc:65] isl::set []->{ var_53[i, j, k, a]: 0 <= i <= 0 and 0 <= j <= 63 and 0 <= k <= 111 and 0 <= a <= 111 }
I1018 08:53:57.871337 4097770 ir_util.cc:141] Begin IndiceToAbsOffset
I1018 08:53:57.871344 4097770 ir_util.cc:142] shape is : 1,64,112,112
I1018 08:53:57.871356 4097770 ir_util.cc:143] indices is : i,j,k,a
I1018 08:53:57.871570 4097770 lower_tensor_group.cc:103] In store_exprs, its name is : var_53
I1018 08:53:57.871593 4097770 lower_tensor_group.cc:134] func_args is : _var_51
I1018 08:53:57.871598 4097770 lower_tensor_group.cc:134] func_args is : _var_106
I1018 08:53:57.871600 4097770 lower_tensor_group.cc:134] func_args is : _var_53
I1018 08:53:57.871639 4097770 lowered_func.cc:230] Function used 3 buffers
I1018 08:53:57.871692 4097770 op_lowering_impl.cc:420] Lower op: max, get 1 LoweredFunc:
I1018 08:53:57.871696 4097770 op_lowering_impl.cc:423] function fn_max_19 (_var_51, _var_106, _var_53)
{
  ScheduleBlock(root_20)
  {
    serial for (i, 0, 1)
    {
      serial for (j, 0, 64)
      {
        serial for (k, 0, 112)
        {
          serial for (a, 0, 112)
          {
            ScheduleBlock(var_53)
            {
              i0_21, i1_18, i2_18, i3_18 = axis.bind(0, j, k, a)
              var_53[i0_21, i1_18, i2_18, i3_18] = cinn_max(var_51[i0_21, i1_18, i2_18, i3_18], var_106[i0_21, i1_18, i2_18, i3_18])
            }
          }
        }
      }
    }
  }
}
I1018 08:53:57.871721 4097770 op_lowering_impl.cc:450] Do op schedule
I1018 08:53:57.871730 4097770 ir_schedule_pe.cc:116] Before IRInjectiveSchedule, new ir is : {
  ScheduleBlock(root_20)
  {
    serial for (i, 0, 1)
    {
      serial for (j, 0, 64)
      {
        serial for (k, 0, 112)
        {
          serial for (a, 0, 112)
          {
            ScheduleBlock(var_53)
            {
              i0_21, i1_18, i2_18, i3_18 = axis.bind(0, j, k, a)
              var_53[i0_21, i1_18, i2_18, i3_18] = cinn_max(var_51[i0_21, i1_18, i2_18, i3_18], var_106[i0_21, i1_18, i2_18, i3_18])
            }
          }
        }
      }
    }
  }
}
I1018 08:53:57.871745 4097770 ir_analyzer.cc:101] it_expr is : {
  ScheduleBlock(root_20)
  {
    serial for (i, 0, 1)
    {
      serial for (j, 0, 64)
      {
        serial for (k, 0, 112)
        {
          serial for (a, 0, 112)
          {
            ScheduleBlock(var_53)
            {
              i0_21, i1_18, i2_18, i3_18 = axis.bind(0, j, k, a)
              var_53[i0_21, i1_18, i2_18, i3_18] = cinn_max(var_51[i0_21, i1_18, i2_18, i3_18], var_106[i0_21, i1_18, i2_18, i3_18])
            }
          }
        }
      }
    }
  }
}
I1018 08:53:57.871762 4097770 loop_transformation.cc:688] Before FlattenLoops, ir is:
serial for (i, 0, 1)
{
  serial for (j, 0, 64)
  {
    serial for (k, 0, 112)
    {
      serial for (a, 0, 112)
      {
        ScheduleBlock(var_53)
        {
          i0_21, i1_18, i2_18, i3_18 = axis.bind(0, j, k, a)
          var_53[i0_21, i1_18, i2_18, i3_18] = cinn_max(var_51[i0_21, i1_18, i2_18, i3_18], var_106[i0_21, i1_18, i2_18, i3_18])
        }
      }
    }
  }
}
I1018 08:53:57.871809 4097770 loop_transformation.cc:864] After FlattenLoops, ir is:
serial for (flat_i, 0, 802816)
{
  ScheduleBlock(var_53)
  {
    _flat_i = axis.bind(flat_i)
    var_53[_flat_i] = cinn_max(var_51[_flat_i], var_106[_flat_i])
  }
}
I1018 08:53:57.871822 4097770 ir_schedule_pe.cc:155] After IRInjectiveSchedule, new ir is : {
  ScheduleBlock(root_20)
  {
    serial for (flat_i, 0, 802816)
    {
      ScheduleBlock(var_53)
      {
        _flat_i = axis.bind(flat_i)
        var_53[_flat_i] = cinn_max(var_51[_flat_i], var_106[_flat_i])
      }
    }
  }
}
I1018 08:53:57.871834 4097770 op_lowering_impl.cc:463] After op schedule: {
  ScheduleBlock(root_20)
  {
    serial for (flat_i, 0, 802816)
    {
      ScheduleBlock(var_53)
      {
        _flat_i = axis.bind(flat_i)
        var_53[_flat_i] = cinn_max(var_51[_flat_i], var_106[_flat_i])
      }
    }
  }
}
I1018 08:53:57.871865 4097770 base.cc:528] Before merging, exprs[0] is : {
  ScheduleBlock(root_1)
  {
    serial for (flat_i, 0, 64)
    {
      ScheduleBlock(var_19)
      {
        _flat_i = axis.bind(flat_i)
        var_19[_flat_i] = batch_norm2d_0__b_0[_flat_i]
      }
    }
  }
}
I1018 08:53:57.871881 4097770 base.cc:546] in merged_block, it has serial for (flat_i, 0, 64)
{
  ScheduleBlock(var_19)
  {
    _flat_i = axis.bind(flat_i)
    var_19[_flat_i] = batch_norm2d_0__b_0[_flat_i]
  }
}
I1018 08:53:57.871888 4097770 base.cc:546] in merged_block, it has serial for (flat_i, 0, 64)
{
  ScheduleBlock(var_23)
  {
    _flat_i = axis.bind(flat_i)
    var_23[_flat_i] = batch_norm2d_0__w_0[_flat_i]
  }
}
I1018 08:53:57.871896 4097770 base.cc:546] in merged_block, it has serial for (flat_i, 0, 64)
{
  ScheduleBlock(var_27)
  {
    _flat_i = axis.bind(flat_i)
    var_27[_flat_i] = batch_norm2d_0__w_1[_flat_i]
  }
}
I1018 08:53:57.871902 4097770 base.cc:546] in merged_block, it has serial for (flat_i, 0, 64)
{
  ScheduleBlock(var_31)
  {
    _flat_i = axis.bind(flat_i)
    var_31[_flat_i] = batch_norm2d_0__w_2[_flat_i]
  }
}
I1018 08:53:57.871908 4097770 base.cc:546] in merged_block, it has serial for (flat_i, 0, 802816)
{
  ScheduleBlock(var_101)
  {
    _flat_i = axis.bind(flat_i)
    var_101[_flat_i] = var_27[((_flat_i % 802816) / 12544)]
  }
}
I1018 08:53:57.871917 4097770 base.cc:546] in merged_block, it has serial for (flat_i, 0, 64)
{
  ScheduleBlock(var_39)
  {
    _flat_i = axis.bind(flat_i)
    var_39[_flat_i] = ((float32(1.00000000f) * var_31[_flat_i]) + float32(9.99999975e-06f))
  }
}
I1018 08:53:57.871935 4097770 base.cc:546] in merged_block, it has serial for (flat_i, 0, 64)
{
  ScheduleBlock(var_103)
  {
    _flat_i = axis.bind(flat_i)
    var_103[_flat_i] = float32(-0.50000000000000000)
  }
}
I1018 08:53:57.871945 4097770 base.cc:546] in merged_block, it has serial for (flat_i, 0, 64)
{
  ScheduleBlock(var_43)
  {
    _flat_i = axis.bind(flat_i)
    var_43[_flat_i] = pow(var_39[_flat_i], var_103[_flat_i])
  }
}
I1018 08:53:57.871953 4097770 base.cc:546] in merged_block, it has serial for (flat_i, 0, 802816)
{
  ScheduleBlock(var_37)
  {
    _flat_i = axis.bind(flat_i)
    var_37[_flat_i] = (conv2d_0__tmp_0[_flat_i] - var_101[_flat_i])
  }
}
I1018 08:53:57.871960 4097770 base.cc:546] in merged_block, it has serial for (flat_i, 0, 802816)
{
  ScheduleBlock(var_104)
  {
    _flat_i = axis.bind(flat_i)
    var_104[_flat_i] = var_43[((_flat_i % 802816) / 12544)]
  }
}
I1018 08:53:57.871969 4097770 base.cc:546] in merged_block, it has serial for (flat_i, 0, 802816)
{
  ScheduleBlock(var_47)
  {
    _flat_i = axis.bind(flat_i)
    var_47[_flat_i] = (var_37[_flat_i] * var_104[_flat_i])
  }
}
I1018 08:53:57.871976 4097770 base.cc:546] in merged_block, it has serial for (flat_i, 0, 802816)
{
  ScheduleBlock(var_105)
  {
    _flat_i = axis.bind(flat_i)
    var_105[_flat_i] = var_23[((_flat_i % 802816) / 12544)]
  }
}
I1018 08:53:57.871984 4097770 base.cc:546] in merged_block, it has serial for (flat_i, 0, 802816)
{
  ScheduleBlock(var_73)
  {
    _flat_i = axis.bind(flat_i)
    var_73[_flat_i] = var_19[((_flat_i % 802816) / 12544)]
  }
}
I1018 08:53:57.871992 4097770 base.cc:546] in merged_block, it has serial for (flat_i, 0, 802816)
{
  ScheduleBlock(var_49)
  {
    _flat_i = axis.bind(flat_i)
    var_49[_flat_i] = (var_105[_flat_i] * var_47[_flat_i])
  }
}
I1018 08:53:57.871999 4097770 base.cc:546] in merged_block, it has serial for (flat_i, 0, 802816)
{
  ScheduleBlock(var_51)
  {
    _flat_i = axis.bind(flat_i)
    var_51[_flat_i] = (var_49[_flat_i] + var_73[_flat_i])
  }
}
I1018 08:53:57.872006 4097770 base.cc:546] in merged_block, it has serial for (flat_i, 0, 802816)
{
  ScheduleBlock(var_106)
  {
    _flat_i = axis.bind(flat_i)
    var_106[_flat_i] = float32(0.0000000000000000)
  }
}
I1018 08:53:57.872020 4097770 base.cc:546] in merged_block, it has serial for (flat_i, 0, 802816)
{
  ScheduleBlock(var_53)
  {
    _flat_i = axis.bind(flat_i)
    var_53[_flat_i] = cinn_max(var_51[_flat_i], var_106[_flat_i])
  }
}
I1018 08:53:57.872028 4097770 base.cc:555] After merging, exprs[0] is : {
  ScheduleBlock(root_1)
  {
    {
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_19)
        {
          _flat_i = axis.bind(flat_i)
          var_19[_flat_i] = batch_norm2d_0__b_0[_flat_i]
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_23)
        {
          _flat_i = axis.bind(flat_i)
          var_23[_flat_i] = batch_norm2d_0__w_0[_flat_i]
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_27)
        {
          _flat_i = axis.bind(flat_i)
          var_27[_flat_i] = batch_norm2d_0__w_1[_flat_i]
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_31)
        {
          _flat_i = axis.bind(flat_i)
          var_31[_flat_i] = batch_norm2d_0__w_2[_flat_i]
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_101)
        {
          _flat_i = axis.bind(flat_i)
          var_101[_flat_i] = var_27[((_flat_i % 802816) / 12544)]
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_39)
        {
          _flat_i = axis.bind(flat_i)
          var_39[_flat_i] = ((float32(1.00000000f) * var_31[_flat_i]) + float32(9.99999975e-06f))
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_103)
        {
          _flat_i = axis.bind(flat_i)
          var_103[_flat_i] = float32(-0.50000000000000000)
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_43)
        {
          _flat_i = axis.bind(flat_i)
          var_43[_flat_i] = pow(var_39[_flat_i], var_103[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_37)
        {
          _flat_i = axis.bind(flat_i)
          var_37[_flat_i] = (conv2d_0__tmp_0[_flat_i] - var_101[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_104)
        {
          _flat_i = axis.bind(flat_i)
          var_104[_flat_i] = var_43[((_flat_i % 802816) / 12544)]
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_47)
        {
          _flat_i = axis.bind(flat_i)
          var_47[_flat_i] = (var_37[_flat_i] * var_104[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_105)
        {
          _flat_i = axis.bind(flat_i)
          var_105[_flat_i] = var_23[((_flat_i % 802816) / 12544)]
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_73)
        {
          _flat_i = axis.bind(flat_i)
          var_73[_flat_i] = var_19[((_flat_i % 802816) / 12544)]
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_49)
        {
          _flat_i = axis.bind(flat_i)
          var_49[_flat_i] = (var_105[_flat_i] * var_47[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_51)
        {
          _flat_i = axis.bind(flat_i)
          var_51[_flat_i] = (var_49[_flat_i] + var_73[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_106)
        {
          _flat_i = axis.bind(flat_i)
          var_106[_flat_i] = float32(0.0000000000000000)
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_53)
        {
          _flat_i = axis.bind(flat_i)
          var_53[_flat_i] = cinn_max(var_51[_flat_i], var_106[_flat_i])
        }
      }
    }
  }
